Tweet_count,Username,Location,Created At,Likes,Text
121,Chennai Super Kings,"Chepauk, Chennai",Fri Dec 06 12:59:44 +0000 2024,16900,"This 14 seconds = Our Everything♾️💛

#CelebratingThalapathy
 https://t.co/HmJXZbPp5O"
122,Vijay Mallya,India,Sat May 18 19:49:19 +0000 2024,80481,Heartiest congratulations to RCB for qualifying in the top four and reaching the IPL playoffs. Great determination and skill have created a winning momentum after a disappointing start. Onward and upward towards the trophy.
123,srujan, naluguriki dooram ga ,Tue Dec 10 04:09:26 +0000 2024,316,Quote the best edit of ur fav ipl team https://t.co/qb7I5lwTXJ
124,Spidey,,Sat Dec 07 16:15:47 +0000 2024,847,Every Wicket taken by Matheesha Pathirana in IPL 2024 https://t.co/H1NFqIATNq
125,MSDian™,,Tue Dec 03 07:26:37 +0000 2024,5282,"Don Shivam Dube is back 💥

#WhistlePodu #IPL #CSK @MSDhoni https://t.co/GufjMFPfFo"
126,ORANGE ARMY,Deccan Plateau ,Thu Dec 05 12:55:27 +0000 2024,973,"This innings from Travis Head is so underrated! 🙌🏻

On a tough pitch, where ball was swinging Travis Head stood strong, anchored the innings and accelerated to perfection! 🫡

Shows that Travis Head isn't just a slogger! 👏🏻
https://t.co/EWqIdYiXQK"
127,Wazhma Ayoubi 🇦🇫,"Dubai, United Arab Emirates",Sun Jun 23 12:26:58 +0000 2024,28539,I wonder why Pakistan can’t defeat India especially considering that their players can't even secure contracts in the IPL? 🤔 #AUSvAFG https://t.co/fcBAQV1YTa
128,KL'sGIRL,Kashmir ,Tue Dec 10 10:22:44 +0000 2024,254,IPL 2025 will be a pure cinema✋️😬🤚 https://t.co/CE1MM5yKjF
129,Lucknow Super Giants,"Lucknow, India",Tue Dec 03 08:39:29 +0000 2024,244,"Bohot garv hai humein. 

Happy Birthday, Ayush Badoni 🤝💙 https://t.co/2ZzBIWlcrD"
130,Matheesha Pathirana,Sri Lanka,Mon May 06 17:19:45 +0000 2024,38553,A hard goodbye with my only wish to see the 2024 IPL champion trophy in CSK's room soon! Grateful to the CSK team for all the blessings and love from Chennai. - MP 81 https://t.co/JfD75uTDKh
131,AdityaRRaj,,Mon Dec 09 14:53:29 +0000 2024,397,The La Masia of IPL - Rajasthan Royals https://t.co/CckEs0HVHv
132,Deedy,San Francisco,Wed Nov 27 15:05:52 +0000 2024,5467,"Lalit Modi, the fugitive founder of the Indian Premier League (IPL), openly admits to..

Hiring a guy to get him a 1550/1600 in the SAT in 1983, faking all his school grades from class 2 to 12 to be 90%+ and eventually went to Duke for his undergrad. https://t.co/pdeoKo2nRN"
133,Punjab Kings,"Punjab, India",Wed Dec 11 11:55:35 +0000 2024,161,"Saddi navi six-hitting machine, keeping us on the 𝐬𝐡-𝐄𝐃𝐆𝐄 of our 💺

#SuryanshShedge #SMAT #MUMvVID #PunjabKings

https://t.co/0EH3FzhmC0"
134,IndianPremierLeague,"Mumbai, India",Thu Mar 21 10:08:39 +0000 2024,26148,"𝐈𝐭'𝐬 𝐒𝐡𝐨𝐰𝐓𝐢𝐦𝐞!

The #TATAIPL is here and WE are ready to ROCK &amp; ROLL 🎉🥳🥁

Presenting the 9 captains with PBKS being represented by vice-captain Jitesh Sharma. https://t.co/v3fyo95cWI"
135,Punjab Kings,"Punjab, India",Sat Dec 07 13:05:40 +0000 2024,788,"𝐅𝐚𝐦𝐢𝐥𝐲 𝐢𝐬 𝐞𝐯𝐞𝐫𝐲𝐭𝐡𝐢𝐧𝐠. 🫶

#SHERyasDaBirthday #ShreyasIyer #PunjabKings https://t.co/yT42deUPZr"
136,Punjab Kings,"Punjab, India",Sun Aug 25 10:07:11 +0000 2024,11589,Sunday evening 🍿 https://t.co/u01Sa6ROf0
137,MSDian™,,Tue Dec 10 09:27:43 +0000 2024,1951,"Yellow pride in the air 💛🔥

#WhistlePodu #IPL #CSK @MSDhoni https://t.co/5RO636TXBm"
138,Jay Shah,,Wed Jul 03 11:34:45 +0000 2024,113975,🏆🇮🇳 Join us for the Victory Parade honouring Team India's World Cup win! Head to Marine Drive and Wankhede Stadium on July 4th from 5:00 pm onwards to celebrate with us! Save the date! #TeamIndia #Champions @BCCI @IPL https://t.co/pxJoI8mRST
139,Captain of LSG (RP¹⁷ ),PROUD // INDIAN🇮🇳,Wed Dec 04 14:33:55 +0000 2024,100,"Captain Rishabh pant team @LucknowIPL searching!

Chokpital team &amp; their owners for making there mouth shut in IPL 2025!!

Every LSG, Rishabh FC don't scroll without liking pls!!! #BGT2024
https://t.co/SIOEVnbZ3X"
140,Punjab Kings,"Punjab, India",Wed May 01 15:15:35 +0000 2024,15079,"54 balls since the last boundary off the bat! 

#CSKvPBKS https://t.co/8plQl9o7Ft"
141,Royal Challengers Bengaluru,,Mon Mar 25 17:55:10 +0000 2024,33289,"DK Boss, our finisher supreme 🫡

#PlayBold #ನಮ್ಮRCB #IPL2024 #RCBvPBKS

 https://t.co/nhxgMKAJRM"
142,Lucknow Super Giants,"Lucknow, India",Sun Sep 08 16:24:35 +0000 2024,10879,Iconic 😂 https://t.co/250dvnbfG4
143,ʀᴀᴊᴀ ꜱᴀᴀʙ....,,Tue Dec 10 13:30:25 +0000 2024,12,"What's ur favourite IPL Team 

#IPL https://t.co/mV1RSpp2Qw"
144,CricketGully,Bangalore,Tue Dec 10 04:06:52 +0000 2024,17884,#DidYouKnow : Ishant Sharma is the only cricketer to be auctioned in both IPL 2008 and IPL 2025 😮🔥 https://t.co/IfRk6Tmypy
145,Punjab Kings,"Punjab, India",Fri Dec 06 06:28:41 +0000 2024,468,"𝐌𝐚𝐬𝐭𝐞𝐫 𝐨𝐟 𝐚𝐥𝐥 𝐭𝐫𝐚𝐝𝐞𝐬 🌟

Here's to another year of acing it on and off the field! 🎂🔥

#SHERyasDaBirthday #ShreyasIyer #SaddaPunjab #PunjabKings https://t.co/tYQ9VOwrpV"
146,Pujara’s Kiki,India,Wed Dec 04 08:02:19 +0000 2024,2191,"I’m so hyped for 2025 IPL season. 🥹😭💛 

 https://t.co/fvXo1JsonU"
147,𝐀𝐝𝐢𝐭𝐲𝐚𝐌𝐒𝐃𝐢𝐚𝐧™,,Wed Dec 11 12:06:12 +0000 2024,18,"POV its IPL 2012, CSK Vs RCB, 19th over.

Chokli.                                           Morkel https://t.co/ZfXEjU7Bky"
148,oliver,,Thu Jun 08 15:20:47 +0000 2023,28250,"no ipl
no ads
no parties
no attitude
no tattoos
full year preparation and still
no runs when it mattered🔥🔥 https://t.co/47LLuueHBz"
149,RCBIANS OFFICIAL,"Bengaluru, India",Wed Dec 04 10:06:15 +0000 2024,1499,This spell is the reason why RCB picked Suyash Sharma  https://t.co/HJFXrBCYc7
150,Lucknow Super Giants,"Lucknow, India",Thu Dec 05 07:08:31 +0000 2024,1090,"Everybody loves Pant 🫶🏻🥹
https://t.co/hZK9nJq687"
151,KohliSensual,Delhi,Wed Dec 04 06:27:24 +0000 2024,804,"""We gonna have fun at Chinnaswamy especially against spinners""

Jitesh Sharma All Sixes in IPL till now

https://t.co/9GfoCCw8bg"
152,Lucknow Super Giants,"Lucknow, India",Tue Dec 10 11:09:30 +0000 2024,247,A Miller a day keeps the doctor away 😎 https://t.co/cDQj61595S
153,Johns.,"Kerala, India",Mon Nov 25 16:58:11 +0000 2024,9628,"CSK SQUAD FOR IPL 2025...!!!!

- Rate the team out of 10? https://t.co/GTKaDG4OqB"
154,Orange Army,"Hyderabad, India",Wed Dec 11 06:52:19 +0000 2024,23,"Meet our new riser, Pocket Dynamite Ishan Kisan to Join Smash Bro's in Powerplay 🔥

#OrangeArmy𓅃 https://t.co/GXE16UPbUx"
155,Swapnil Vats,,Thu Dec 05 08:33:13 +0000 2024,369,"A player like Phil Salt was non-negotiable for me,I wouldn’t compromise on Salt for any other player.  

As for Quinton de Kock, he might not be the same as he used to be in the IPL. but it could be a different story if he turns into a beast at Eden. That’s the hope. https://t.co/LQLzgtHZrE"
156,Gabbar,"Gurgaon, India",Wed Dec 04 04:00:02 +0000 2024,15046,"At least Prithvi Shaw has 30-40 crore in his bank, thanks to IPL. Kambli had no IPL, look at him. https://t.co/Ovge1oCest"
157,💙💛 Em 🍒⚪️,Pontefract,Wed Dec 11 09:30:46 +0000 2024,21,Team HR at IPL getting ready for the Christmas event at work today! 🥳🩷🥳 https://t.co/wnaCdmPQMI
158,mufaddla parody,,Tue Nov 26 13:37:16 +0000 2024,20079,The Indian government will deduct Rs 8.1 crore as tax from Rishabh Pant’s total IPL contract value. https://t.co/xGvMBYVaSL
159,Dr Nimo Yadav Commentary,"Bengaluru, India",Mon Jun 05 05:55:20 +0000 2023,17177,"He is Yash Dayal, GT bowler.

He plays with bowlers like shami, Rashid and Noor Ahmad for GT.

In IPL 2023, when KKR needed 29 runs in last over, Rinku singh smashed him for 5 consecutive sixes.

Today He has posted this Instagram story on his account. 

Maybe Rinku knew already https://t.co/VIk5AHwXy0"
160,Muhammad Sami,Malaysia,Tue Dec 03 14:22:42 +0000 2024,192,"Even if IPL’s stars were here, they wouldn’t stand a chance against these deliveries 🥵 

Sufyan Muqeem 🔥
#ZIMvPAK #PakistanCricket 

 https://t.co/njTQEn4uBb"
161,Mumbai Indians,"Mumbai, India",Sun Nov 26 13:23:00 +0000 2023,13579,"𝗢𝗨𝗥 𝗥𝗘𝗧𝗔𝗜𝗡𝗘𝗗 𝗦𝗧🌟𝗥𝗦! 

Read more: https://t.co/GooXOrFmjG

#OneFamily #MumbaiIndians #MumbaiMeriJaan https://t.co/fgvGY1rFOO"
162,Punjab Kings,"Punjab, India",Wed May 01 18:08:23 +0000 2024,26127,"Our position in the points table! 😌

Thala for a reason! 👀 https://t.co/nKWjZFm10u"
163,Rohit Sharma,,Sun Apr 09 15:30:16 +0000 2023,118256,"IPL is truly a place where talent meets opportunity. 

Unbelievable innings, Rinku! 👏 
And tough luck Yash, one to learn from."
164,`,com box,Tue Dec 03 13:31:35 +0000 2024,58,Don't be surprised if you see Ruturaj Gaikwad keeping wickets for CSK in the next IPL. https://t.co/C2wuqbIQeY
165,Tanuj Singh,India,Wed May 22 18:16:16 +0000 2024,14416,"Ambati Rayudu said - ""IPL Trophy are not won by celebrations and aggression. IPL Trophy is not winning by only beating CSK. To win the IPL trophy you will have to play well in the Playoffs"". (On RCB). https://t.co/ISFyxORIQE"
166,Hustler,"🇦🇷,🇦🇺",Fri Dec 06 02:30:54 +0000 2024,1359,"""Ohhhhh Jadejaaaaaaa""✨💛

""Never bet against MS Dhoni &amp; CSK""

•Happy Birthday Sir Ravindra Jadeja.🐐

https://t.co/1OE6Wj37b3"
167,ITZ__MSD🐐,cricket world. ,Wed Dec 04 11:45:20 +0000 2024,316,Like this tweet if you think Ruturaj Gaikwad will win orange cap in ipl 2025💛. https://t.co/6aDylSKjQV
168,Vɪᴘᴇʀ⁶⁵,22012,Mon Dec 09 10:04:18 +0000 2024,234,"Ms Dhoni is all set to play IPL 2025 🥶🔥
https://t.co/66ljHsRC4u"
169,Chennai Super Kings,"Chepauk, Chennai",Tue Dec 10 11:30:38 +0000 2024,5333,"We've landed in Chennai with our latest CSK themed livery! ✈️💛 

Here’s a glimpse into the making of this iconic design - keep your eyes to the sky to spot it soaring! 
#Etihad #WhistlePodu 🦁💛
@etihad https://t.co/3TfXMrhQZg"
170,Zaffar 🇮🇳,Bharat,Mon May 29 13:59:26 +0000 2023,28611,"Allow Pakistan players to play in IPL

Make it mandatory to sing Indian National Anthem and Gayatri Mantra before the match 😂 https://t.co/zbZEtb5CWX"
171,.,Memes Store ,Sat Nov 02 03:46:48 +0000 2024,9344,Ms Dhoni is set to play 2025 IPL 🙂🔥 https://t.co/bjrX6wE21Z
172,Chennai Super Kings,"Chepauk, Chennai",Wed Dec 11 12:26:56 +0000 2024,2044,"IGNITED 🔥LAUNCHED  6️⃣💥6️⃣
3️⃣7️⃣*(2️⃣2️⃣) 
@IamShivamDube https://t.co/DtdysXMdvz"
173,Sourav Ganguly,"West Bengal, India",Sun May 21 18:41:28 +0000 2023,57184,What talent this country produces .. shubman gill .. wow .. two stunning knocks in two halves .. IPL.. .. what standards in the tournament @bcci
174,Chennai Super Kings,"Chepauk, Chennai",Mon Nov 25 12:19:56 +0000 2024,23744,"Sam things are always special! 💛

#UngalAnbuden Sam Curran! 🦁

#SuperAuction https://t.co/hRLps4sO2J"
175,Lordgod 🚩™,"Australian Capital Territory, ",Tue Dec 10 11:10:59 +0000 2024,559,"Kl Rahul with Parth Jindal after winning IPL 2025
@DelhiCapitals @ParthJindal11 https://t.co/Lq14FEI3m6"
176,Mufaddal Vohra,India,Wed Nov 06 13:47:38 +0000 2024,12061,"THOMAS DRACA - THE ONLY ITALIAN PLAYER TO REGISTER FOR IPL 2025 MEGA AUCTION...!!!
https://t.co/cHrptU8zNd"
177,CricketGully,Bangalore,Tue Dec 10 16:52:16 +0000 2024,1074,𝗕𝗵𝗮𝗶𝘃𝗮𝗹𝗿𝘆 of IPL 2025 🔴🫂🔵 https://t.co/dzdZEHSFO6
178,Vinay,,Wed Dec 11 12:54:27 +0000 2024,51,"Bhuvi you just need to work little on that yorker and wide yorker and you are good to go for IPL ,You are bowling amazing in the pp , 3 overs in the pp and 1 over at 19 over would be perfect 👌"
179,𝐂𝐑 𝟕™ (Parody),UTOPIA CHEPAUK,Mon Dec 09 08:01:34 +0000 2024,567,This One Six is bigger than the entire Career of chokli and dogma https://t.co/xwO3XyBsqX
180,Rajiv,,Thu Dec 05 13:23:16 +0000 2024,1377,"After watching Ruturaj Gaikwad bat, if somebody thinks that he is a mid batter then they should donate their eyes right away!

This video alone speaks volumes of Rutu's talent &amp; he has proven his worth in IPL by being the best Indian batter in last 4 yrs.

https://t.co/k19d7ec5hW"
181,Derek Alberts,,Tue Dec 10 19:47:57 +0000 2024,3,George Linde &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;IPL
182,Voice of Hindus,"New Delhi, India ",Mon Dec 02 17:16:24 +0000 2024,314,"Thala in 2050 IPL. 
#MSDhoni𓃵 https://t.co/deXzTqgh3V"
183,Lokesh Saini🚩,"Rajasthan, India",Sun Dec 08 05:23:49 +0000 2024,2604,"Ravi Shastri - ""This is the reason I don't rate IPL trophies. A guy with 0 IPL trophy is India's greatest Test captain while a guy with 5 IPL trophy is India's worst"" 

Ravi Shastri not holding back 🥶 #INDvsAUS https://t.co/Yqx57fAFLz"
184,𝐇𝐚𝐫𝐬𝐡𝐢𝐭𝐡,"New Jersey, USA",Mon Dec 09 13:32:15 +0000 2024,58,Which is your favourite IPL team?
185,𝐒α𝗂 𝐊,Erra Samudharam ,Sun Dec 08 06:45:41 +0000 2024,14,"Every Wicket taken by Matheesha Pathirana in IPL 2024.💛
Like and must Retweet 🫰
https://t.co/WH5BuHz53a"
186,J D :),,Tue Dec 10 15:25:29 +0000 2024,1414,"Mukesh Choudary in 2024 :

▪️SMAT T20 - 15 Wickets (6 Inns) 
▪️Ranji Trophy - 14 Wickets (5 Inns)
▪️MPL 24’ - 21 Wickets (12 Inns)

blud is cooking hard ahead of IPL 🙇 https://t.co/7w4v2vgDKR"
187,Lucknow Super Giants,"Lucknow, India",Tue Dec 10 14:55:22 +0000 2024,117,Always trending in our feeds 🤩 https://t.co/gN7UXezWGk
188,Vinay,,Fri Dec 06 10:22:09 +0000 2024,68,120-150 likes and I will upload salts all ipl sixes
189,KohliSensual,Delhi,Thu Dec 05 06:08:30 +0000 2024,379,"5 years to the greatest innings played by a Teenager in IPL💥

https://t.co/UQh9x5MKLo"
190,ORANGE ARMY,Deccan Plateau ,Tue Dec 10 18:24:11 +0000 2024,668,"Heinrich Klaasen and Pat Cummins with the IPL 🏆🥵💥

Next year loading...🤙🏻🤙🏻🤙🏻 https://t.co/nXroqE88j4"
191,RSY & VKᵀᵒˣᶦᶜ,,Wed Dec 11 10:22:57 +0000 2024,312,"Jacob BETHELL Insta followers!

Before IPL Auction: 13k
After IPL auction: 200k+ 🥵

  @RCBTweets 🔥🔥 https://t.co/J6EvddJDPk"
192,Vipin Tiwari,Cover Drive Avenue,Tue Dec 03 08:53:00 +0000 2024,2086,"Ayush Mhatre went unsold in the IPL, but the 17-year-old looks very impressive when batting.

 https://t.co/DIHc6EIgvQ"
193,Vinay,,Tue Dec 10 14:07:03 +0000 2024,1060,Should I upload Bhuvi's last two years' IPL wickets? Again 100 likes and I will do it.
194,Punjab Kings,"Punjab, India",Mon Dec 09 14:35:12 +0000 2024,314,"Winter is here! ❄️♥️

#Winter #Shimla #PunjabKings #HimachalPradesh https://t.co/0F4a1y44p2"
195,Mintu Dutta,,Thu Dec 05 15:09:04 +0000 2024,6,Brilliant century by Rickleton! Excited to see him shine for Mumbai Indians in IPL 2025. https://t.co/xv0L3YXkfi
196,Cricket.com,,Thu Dec 05 13:37:19 +0000 2024,13,"HAT-TRICK for Bhuvneshwar Kumar at SMAT 2024 💥💥💥

RCB FANS! Are you excited to watch BHUVI in IPL 2025? 
https://t.co/80hygD8tL8"
197,Herschelle Gibbs,,Mon Dec 02 16:33:32 +0000 2024,2737,@hxns1anda And I’ve won an IPL as well 😂😂😂
198,GBB Cricket,India,Mon Dec 09 03:41:05 +0000 2024,240,RCB leadership group in IPL 2025 😮 https://t.co/4doteXxHRs
199,Jay Shah,,Sat Sep 28 13:53:44 +0000 2024,25300,"In a historic move to celebrate consistency and champion outstanding performances in the #IPL, we are thrilled to introduce a match fee of INR 7.5 lakhs per game for our cricketers! A cricketer playing all league matches in a season will get Rs. 1.05 crores in addition to his"
200,Irfan Pathan,"Vadodra, Gujarat, India",Sun Mar 19 11:21:05 +0000 2023,31947,One left armer will be ready for team india after this ipl is over…
201,Prayag,,Sat May 18 19:55:21 +0000 2024,23877,"Bro, you guys just reached the playoffs. Stop celebrating like RCB won an IPL trophy. 😭😭 https://t.co/yntrBnjy3P"
202,IndianPremierLeague,"Mumbai, India",Tue Dec 03 09:30:00 +0000 2024,4561,"𝗠𝗼𝘀𝘁 𝗘𝘅𝗽𝗲𝗻𝘀𝗶𝘃𝗲 𝗣𝗹𝗮𝘆𝗲𝗿 𝗜𝗻 𝗛𝗶𝘀𝘁𝗼𝗿𝘆 🤯

Rishabh Pant broke the record as Lucknow Super Giants successfully bid ₹27 crore for the Indian player during the recently concluded #TATAIPLAuction 💪

#TATAIPL | @RishabhPant17 | @LucknowIPL https://t.co/IoOQWWxxdt"
203,TukTuk Academy,,Wed Apr 10 15:24:01 +0000 2024,8798,"Fifty scored by:-

Riyan Parag- 3 in IPL 2024
Rohit Sharma- 3 in last three IPL seasons https://t.co/hwDHtfMLiF"
204,RVCJ Media,"Mumbai, India",Sat Apr 06 08:15:29 +0000 2024,37792,Which IPL Franchise.?? https://t.co/yYXvn0ydV8
205,kc,,Sun Dec 08 05:22:56 +0000 2024,350,"Sunil gavaskar - ""This is the reason I don't rate IPL trophies. A guy with 0 IPL trophy is India's greatest Test captain while a guy with 5 IPL trophy is India's worst"" 

Sunil gavaskar not holding back 🥶 https://t.co/BYDiAlwsCy"
206,Vishal,some where in Mahi's fandom,Sat Dec 07 11:32:29 +0000 2024,34,"IPL trophy given by Pollard hardik malinga jassy T20wc 2024 given by hardik jassy arsh 
T20wc 2007 given by Dhoni gambhir irfan
Batting career given by Dhoni
Test career given by Virat
Fat given by food
Fame given by Sachin &amp; pr queen ritika bhabi 
 
Why the hell he has his own https://t.co/FQ8wFyeukW"
207,Mumbai Indians FC,Open for Collaborations,Tue Dec 03 13:36:19 +0000 2024,890,"Last Time when Trent Boult Played at Wankhede 🥶⚡

Can’t wait to see More of These in IPL 2025

 https://t.co/hoSQyk0fJR"
208,Johns.,"Kerala, India",Thu Dec 05 13:35:59 +0000 2024,5241,"HAT-TRICK FOR BHUVNESHWAR KUMAR IN SYED MUSHTAQ ALI 🦁

- Great news for RCB in IPL 2025...!!! https://t.co/mDw13DhRM4"
209,Jay Shah,,Mon May 29 16:32:44 +0000 2023,37601,"Fans are the backbone of @IPL. Unmatched dedication by our fans as they kept calm till the very end on a rain-washed Sunday &amp; came back today! As we pull the curtain to another exciting season, a big thank you to all for their unwavering support throughout.
@BCCI #IPL2023Final https://t.co/NtEyYtblNR"
210,Omkar Mankame,"Mumbai, India",Wed Dec 11 11:45:04 +0000 2024,58,"21-year-old Suryansh Shedge

vs Andhra - 30*(8)
vs Vidarbha - 36*(12)

He will be playing for Punjab Kings in IPL 2025. 🔥
#SMAT https://t.co/hLakh4ZErO"
211,Farrago Abdullah Parody,"J&K, India",Tue Apr 09 18:43:30 +0000 2024,14794,"If MS Dhoni had done this kind of stumping, his ""Social Media"" fans would have demanded a Bharat Ratna for him

https://t.co/EdnOufGwwv"
212,Jonita,"Mumbai, Toronto",Mon May 29 17:58:03 +0000 2023,64149,"Waiting for the second inning to starttttttt

Who is gonna win? 

@IPL #CSKvGT #IPL2023Final https://t.co/xDQyvMsVOg"
213,MSD VERIYAN,,Thu Dec 05 04:30:40 +0000 2024,6,Best ever IPL final 😤https://t.co/tK6W61ocHN
214,Ricky Ponting AO,,Wed Sep 18 11:17:38 +0000 2024,11757,Looking forward to getting started at Punjab Kings. Can't wait to put a new team together and set about winning the IPL.
215,Dinda Academy,Parody /Sarcasm ,Sun Nov 03 07:04:05 +0000 2024,15517,"Gambhir era 🤡

- Got all the coaching staff he wanted
- Made a Mini KKR dugout with his support staff
- Influenced IPL Retentions
- Lost ODI series to Sri Lanka after 28 years 
- Lost Home Test series after 12 years https://t.co/5fhwp0bZmy"
216,CricketGully,Bangalore,Tue Dec 10 12:32:19 +0000 2024,1610,Will Harshal Purple Patel do it again with SRH in IPL 2025? 🤔🧢🟣 https://t.co/NUIX76AA38
217,Johns.,"Kerala, India",Mon Nov 25 17:30:06 +0000 2024,10373,"MY CSK 11 FOR IPL 2025:

Ruturaj, Conway, Tripathi, Dube, Hooda, Jadeja, Dhoni, Sam Curran, Ashwin, Noor, Pathirana.

Impact Player - Kamboj or Khaleel. https://t.co/Kzxp9aNG6C"
218,Chinmay Shah,रेगिस्तान🐪🏜️,Tue Dec 10 16:40:15 +0000 2024,257,Manifesting a trophy for my  Rajasthan Royals in IPL 2025 https://t.co/r15FSXlFfa
219,Divyang Empowerment,"New Delhi, India",Tue Dec 03 16:20:00 +0000 2024,29,"Star Sports: Pioneering Inclusivity in Sports Broadcasting

In a groundbreaking move, Star Sports introduced live sign language commentary and descriptive audio during IPL 2024 and the ICC Men’s T20 World Cup 2024, transforming the viewing experience for 80 million fans with https://t.co/oIPIyR8nl5"
220,Surya Kumar Yadav,,Sat May 27 11:41:48 +0000 2023,41257,"We bow out of this IPL season with our heads held high. A season of come backs, filled with more ups than downs. 
This team, this season, these bonds will remain very special and very close to my heart. 
𝗪𝗲 𝘄𝗶𝗹𝗹 𝗯𝗲 𝗯𝗮𝗰𝗸 𝘀𝘁𝗿𝗼𝗻𝗴𝗲𝗿💪

Thank you for always having https://t.co/ADCreezUhx"
